,Text,Emotion,Flag,Category,Flag_type,,,,,,,,,,,,,,,,,,,,
,We can have fun without getting wasted or high.,Normal,Green_Flag,responsible_substance_use,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We can stop at any time. ,Happy,Green_Flag,sexual_boundaries,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We can talk about anything without fear of judgment.,Sad,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We can talk about anything.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We did a great job assembling that furniture together.,Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We don't hold grudges against each other.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We each do our part.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We give and take equally in our relationship.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We have a big decision to make. ,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We listen to each other without judgment.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We make a great team because we balance each other out.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We make an amazing team.,Normal,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,We move past mistakes together.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We need to decide this together. ,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We practice forgiveness and understanding.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We share responsibilities and rewards equally.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We talk openly about our feelings.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We treat each other with so much care and kindness.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We will get through it together.,Sad,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,We work through issues together; let's talk this out. ,frustration,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"What a compromised, I'm willing to work towards our goal. ",Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,What are your plans for the weekend? I'm thinking of catching up on some reading.,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What do you think about signing up for a cooking class together?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What do you think about the new project at work?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What do you think we should do? I will follow your lead. ,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,What do you want for dinner tonight? I'm thinking about ordering pizza.,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What kind of music do you feel like listening to right now?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What movie do you want to watch tonight? There are a few good ones on Netflix.,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What should we do?,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,What time are we supposed to meet your friends tomorrow?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What time do you want to leave for the party tomorrow?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What time does your favorite show air tonight?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What’s the new update on your favorite game?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What's the traffic like on your route today?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What's the weather like outside? Should I bring an umbrella?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,What’s your favorite memory from our last vacation?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
,When's that trip again you and the girls were planning? ,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Who is going to do the dishes tonight? ,frustration,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Would you like me to take the kids to the park so you can take a nap?,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Wow, I am so lucky you are in my life. ",Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,Yay! You remembered our anniversary. I can't wait to see what you planned.,Happy,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"You always do the right thing, even when it’s hard.",Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"You always do what’s right, even when it’s hard.",Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always drink responsibly and know your limits.,Normal,Green_Flag,responsible_substance_use,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always have my back. Thanks for defending me against your mother.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always make me feel important and respected.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always respect my need for some quiet time in the evenings.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always show kindness in your actions.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You always work so hard. ,Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You are are great Dad. ,Normal,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You are free to be yourself in our relationship.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You are free to be yourself with me.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You are so funny,Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You are the best person. ,Normal,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You are the kindest woman I know.  You inspire me to be nicer. ,Normal,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You bring joy into my life.,Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You bring so much joy and fun into my life.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You can always count on my honesty.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You can be your own person.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You deserve it.,Happy,Green_Flag,freedom_and_support,Healthy_love,,,,,,,,,,,,,,,,,,,,
,"You deserve the best, and I want to give it to you.",Happy,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You do so much for me.  Thank you. ,Happy,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You don't have to change for me. ,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You don't have to give up your hobbies for me.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You exes must really miss you.  ,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You give your whole heart to this family.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You have my complete trust.,Normal,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You have my full confidence.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You have such a great perspective on things; I always learn something new from you.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You have the freedom to be yourself.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,you inspire me.,Normal,Green_Flag,trusting,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You know your limits. ,Normal,Green_Flag,responsible_substance_use,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You look beautiful ,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You make even the mundane tasks enjoyable.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You make even the mundane tasks enjoyable.,Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You make everything more enjoyable.,Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You make life enjoyable.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You make me feel safe.,Normal,Green_Flag,trusting,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You never pressure me to drink or use substances if I don't want to.,Normal,Green_Flag,responsible_substance_use,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You never use substances as a way to avoid dealing with problems.,Happy,Green_Flag,responsible_substance_use,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You're my equal.,Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,You're so talented at what you do; I'm proud of you.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,You've never given me a reason to doubt you.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"You've never given me a reason to doubt your loyalty, even when you're on business trips.",Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your acceptance of my goals means everything to me.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your choices matter to me.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your commitment to doing the right thing, even when it’s hard, inspires me.",Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your consent is always important,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your consent is always my priority.,Normal,Green_Flag,sexual_boundaries,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your cooperation is invaluable.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your effort in planning our outings is really appreciated.,Happy,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your effort in planning our vacation made it unforgettable for both of us.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your efforts are as important as mine.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your efforts are as significant as mine.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your feedback always helps me grow.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your feelings are always valid.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your forgiveness is a gift I cherish.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your forgiving nature makes our relationship stronger.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your honesty about how you felt really helped me understand you better.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your honesty during our conversations really helps us connect.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your individuality is important to me.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your integrity in your work and personal life is something I deeply respect.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your integrity inspires me.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your integrity is important to me.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your jokes always make me laugh, no matter what.",Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your jokes always make me smile, even on bad days.",Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your laughter makes my day.,Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your preferences are important to me.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your respect for me is deeply valued.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your respect for me makes me feel valued.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your respect for my career choices means so much to me.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your sense of humor always brightens my day.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your sense of humor makes even the tough days better.,Happy,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your solo hiking trips are a great way for you to recharge.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your solo trip last year was such a great idea.,Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your thoughtful gestures, like bringing me coffee in the morning, make me feel loved.",Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your thoughtful gestures, like making me tea, mean a lot.",Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your thoughtful notes mean so much to me.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your thoughtful surprises, like bringing me flowers, mean so much.",Normal,Green_Flag,freedom_and_support,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,"Your time with your friends is important to you, and I'm glad you make it a priority.",Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your trust in me means everything.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your values are important to me.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your willingness to find a compromise means a lot to me.,Normal,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your word is gold to me.,Normal,Green_Flag,trusting,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
,Your word means a lot to me.,Normal,Green_Flag,respect_and_appreciation,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
new,Someone left the seat up on the toliet again!,Angry,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
new,Can I get your help? ,frustration,Green_Flag,clear_communication,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
new,I don't trust your friends.,Normal,Green_Flag,clear_communicatioin,Signs_of_Healthy_Relationship,,,,,,,,,,,,,,,,,,,,
new,It's cute that you think you can do that.,Happy,Green_Flag,respect_and_appreciation,Healthy_love,,,,,,,,,,,,,,,,,,,,
,I believe in your loyalty.,Angry,Red_Flag,trusting_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,A little flirting never hurt anyone.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,All my exes have been crazy,Disgust,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Are you going to turn into another crazy ex?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,are you stupid? why do you think that would be a bad idea.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,aren't you glad you have a real man like me,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Come on, stop being such a prude.",Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Come straight home every day,Normal,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,do as you are told or the kids will pay for your mistakes,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Do you really expect me to believe that?,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,do you want me to knock some sense into you with this,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,Don't be so uptight; it's just sex.,Disgust,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,"don't talk to any of my past girlfriends, they all tell lies about me",Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Don't talk to other guys.,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,don't test me.,Disgust,Red_Flag,threatening,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,don't wear your hair like that,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Don't worry about who I spend my time with.,Sad,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,don't you want to make me happy?,frustration,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,Drinking helps me cope.,Sad,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,each of my exes were terrible to me,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone cheats now and then.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Everyone cheats, it's not a big deal.",frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone drinks this much.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone drinks this much.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone else agrees you're wrong.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"Everyone else is doing it, why can't you?",Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone else is just jealous of me.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone else thinks you're crazy.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone flirts; it's harmless.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone I date turns out to be crazy.,Angry,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone I've dated has been a nightmare.,frustration,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone needs a bit of excitement outside the relationship.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Everyone wishes they were me.,Happy,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Flirting doesn't mean anything.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Flirting is harmless fun.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Flirting is harmless fun.,Normal,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Get your shit together for once.,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,How can I trust you when you act so suspicious?,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,How can I trust you when you're so shady?,Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,how dare you act like that after all I do for you,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"How dare you, you crazy bitch.  I own you. ",Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I always attract the wrong people.,Disgust,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I am the alpha in this relationship,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I bet you're lying about where you were.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I broke my hand when I hit the wall,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can do whatever I want to you.,Normal,Red_Flag,sexual_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can handle my drugs.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can make things very difficult for you.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can make your life hell.,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can quit anytime I want.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can quit whenever I want.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can stop anytime I want.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can stop whenever I want.,Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't believe anything you say.,Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't believe how perfect you are and you are all mine.,Happy,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I can't believe you made me hurt you,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can't believe you without proof.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't believe you would do that behind my back.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't believe you're saying no again.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't get enough of you.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I can't handle it when you talk to other people.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't imagine my life without you.,Angry,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I can't live without you; I really mean that.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,I can't stand it when you talk to others.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I can't stand you sometimes. Leave my sight.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I can't trust you when you're out with your friends.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I decide what's best for us.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I deserve special treatment.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I deserve the best of everything.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I deserve this from you.,frustration,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"I did this for you, so now you have to do this for me.",Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I did this for you; you owe me.,Angry,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"I do everything for you, and you give me nothing.",frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,i do not trust you,Sad,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't believe a word you say.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't believe in happy endings.,Sad,Red_Flag,history_of_poor_relationships,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't believe you for a second.,Disgust,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't believe you were just with friends. Prove it.,Angry,Red_Flag,Isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't deserve you.,Disgust,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"I don't have a problem, you do.",Angry,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"I don't have to explain myself to you, you are too stupid to understand anyway.",Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't have to explain myself to you.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't like you dressing that way. Change your style.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,I don't like you hanging out with others.,frustration,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,I don't like you talking to anyone else.,Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
